Bank Code,Sort Code,Bank,Branch, Sort Code Component (Bank), Sort Code Component (Clearing Zone), Sort Code Component (Branch)
130100,130152,Ecobank (GH) Ltd,PENTAGON LEGON BRANCH,13,01,52
130100,130153,Ecobank (GH) Ltd,OKOFO BRANCH,13,01,53
130100,130154,Ecobank (GH) Ltd,ADEHYEMAN SAVINGS & LOAN,13,01,54
130100,130155,Ecobank (GH) Ltd,FIRST NATIONAL SAVINGS & LOANS,13,01,55
130100,130156,Ecobank (GH) Ltd,PROCREDIT SAVINGS & LOANS,13,01,56
130100,130157,Ecobank (GH) Ltd,WOMEN'S WORLD BANKING,13,01,57
130100,130158,Ecobank (GH) Ltd,UNION SAVINGS & LOANS,13,01,58
130100,130159,Ecobank (GH) Ltd,FIRST ALLIED SAVINGS & LOANS,13,01,59
130100,130160,Ecobank (GH) Ltd,BEIGE CAPITAL,13,01,60
130100,130161,Ecobank (GH) Ltd,NBFI-ADVANS GH,13,01,61
130100,130162,Ecobank (GH) Ltd,NEW ABEKA,13,01,62
130100,130163,Ecobank (GH) Ltd,GOLDEN PRIDE S&L,13,01,63
130100,130164,Ecobank (GH) Ltd,PRIVATE BANKING,13,01,64
130100,130201,Ecobank (GH) Ltd,NEW ABIREM,13,02,01
130100,130401,Ecobank (GH) Ltd,TAKORADI,13,04,01
130100,130402,Ecobank (GH) Ltd,TARKWA,13,04,02
130100,130403,Ecobank (GH) Ltd,TAKORADI MARKET CIRCLE,13,04,03
130100,130404,Ecobank (GH) Ltd,ELUBU,13,04,04
130100,130405,Ecobank (GH) Ltd,TAKORADI COLLINS STREET,13,04,05
130100,130501,Ecobank (GH) Ltd,AFLAO,13,05,01
130100,130601,Ecobank (GH) Ltd,KUMASI HARPER ROAD,13,06,01
130100,130602,Ecobank (GH) Ltd,JUBILEE HOUSE,13,06,02
130100,130603,Ecobank (GH) Ltd,KNUST,13,06,03
130100,130604,Ecobank (GH) Ltd,ADUM,13,06,04
130100,130605,Ecobank (GH) Ltd,ABREPO JUNCTION,13,06,05
130100,130606,Ecobank (GH) Ltd,TAFO,13,06,06
130100,130607,Ecobank (GH) Ltd,ASH TOWN,13,06,07
130100,130608,Ecobank (GH) Ltd,KEJETIA,13,06,08
130100,130609,Ecobank (GH) Ltd,ABREPO MAIN,13,06,09
130100,130610,Ecobank (GH) Ltd,BANTAMA,13,06,10
130100,130611,Ecobank (GH) Ltd,STADIUM,13,06,11
130100,130612,Ecobank (GH) Ltd,TANOSO,13,06,12
130100,130613,Ecobank (GH) Ltd,BANTAMA GNTC BRANCH,13,06,13
130100,130614,Ecobank (GH) Ltd,SSNIT HOUSE BRANCH,13,06,14
130100,130615,Ecobank (GH) Ltd,SUAME BRANCH,13,06,15
130100,130616,Ecobank (GH) Ltd,ASHTOWN EAST BRANCH,13,06,16
130100,130701,Ecobank (GH) Ltd,KENYASI AGENCY,13,07,01
130100,130702,Ecobank (GH) Ltd,SUNYANI,13,07,02
130100,130703,Ecobank (GH) Ltd,BUI,13,07,03
130100,130801,Ecobank (GH) Ltd,TAMALE,13,08,01
140100,140100,Cal Bank Ltd,HEAD OFFICE,14,01,00
140100,140101,Cal Bank Ltd,INDEPENDENCE AVENUE,14,01,01
140100,140102,Cal Bank Ltd,TEMA,14,01,02
140100,140103,Cal Bank Ltd,DERBY AVENUE,14,01,03
140100,140104,Cal Bank Ltd,SPINTEX ROAD,14,01,04
140100,140105,Cal Bank Ltd,GRAPHIC ROAD,14,01,05
140100,140106,Cal Bank Ltd,TEMA HARBOUR,14,01,06
140100,140107,Cal Bank Ltd,WEIJA BRANCH,14,01,07
140100,140108,Cal Bank Ltd,CIRCLE BRANCH,14,01,08
140100,140109,Cal Bank Ltd,LEGON,14,01,09
140100,140110,Cal Bank Ltd,RING ROAD CENTRAL,14,01,10
140100,140111,Cal Bank Ltd,ACHIMOTA,14,01,11
140100,140112,Cal Bank Ltd,OSU,14,01,12
140100,140197,Cal Bank Ltd,MIDLAND SAVINGS & LOANS LTD,14,01,97
140100,140198,Cal Bank Ltd,FIRST AFRICAN SAVINGS & LOANS LTD,14,01,98
140100,140199,Cal Bank Ltd,OPPORTUNITY SAVINGS & LOANS,14,01,99
140100,140401,Cal Bank Ltd,TAKORADI,14,04,01
140100,140402,Cal Bank Ltd,TARKWA,14,04,02
140100,140403,Cal Bank Ltd,TAKORADI HARBOUR,14,04,03
140100,140601,Cal Bank Ltd,NHYIEASO,14,06,01
140100,140602,Cal Bank Ltd,SUAME,14,06,02
140100,140603,Cal Bank Ltd,KEJETIA,14,06,03
140100,140604,Cal Bank Ltd,KNUST,14,06,04
140100,140605,Cal Bank Ltd,ASAFO,14,06,05
160100,160101,UT Bank,CASTLE ROAD,16,01,01
160100,160102,UT Bank,MAKOLA,16,01,02
160100,160103,UT Bank,TEMA MAIN,16,01,03
160100,160104,UT Bank,NIMA,16,01,04
160100,160105,UT Bank,ABOSSEY OKAI,16,01,05
160100,160108,UT Bank,HAATSO,16,01,08
160100,160109,UT Bank,SPINTEX,16,01,09
160100,160110,UT Bank,AIRPORT CITY,16,01,10
160100,160111,UT Bank,MADINA,16,01,11
160100,160112,UT Bank,BAATSONAA,16,01,12
160100,160113,UT Bank,ADABRAKA,16,01,13
160100,160114,UT Bank,OSU,16,01,14
160100,160115,UT Bank,ACCRA,16,01,15
160100,160116,UT Bank,KANESHIE,16,01,16
160100,160117,UT Bank,CORPORATE BANKING,16,01,17
160100,160118,UT Bank,BEIGE CAPITAL,16,01,18
160100,160119,UT Bank,ASHAIMAN,16,01,19
160100,160201,UT Bank,KOFORIDUA,16,02,01
160100,160301,UT Bank,CAPE COAST,16,03,01
160100,160401,UT Bank,TAKORADI MARKET CIRCLE,16,04,01
160100,160402,UT Bank,TAKORADI SHIPPERS COUNCIL,16,04,02
160100,160403,UT Bank,TARKWA,16,04,03
160100,160501,UT Bank,HO,16,05,01
160100,160601,UT Bank,ADUM KUMASI,16,06,01
160100,160602,UT Bank,KUMASI STC,16,06,02
160100,160603,UT Bank,OBUASI,16,06,03
160100,160701,UT Bank,SUNYANI MELCOM,16,07,01
170100,170101,First Atlantic Bank,ACCRA,17,01,01
170100,170102,First Atlantic Bank,KANTAMANTO AGENCY,17,01,02
170100,170103,First Atlantic Bank,TEMA,17,01,03
170100,170104,First Atlantic Bank,MAKOLA,17,01,04
170100,170105,First Atlantic Bank,NORTH RIDGE,17,01,05
170100,170107,First Atlantic Bank,SPINTEX BRANCH,17,01,07
170100,170170,First Atlantic Bank,WOMEN'S WORLD BANK GHANA SAVINGS AND LOANS,17,01,70
170100,170601,First Atlantic Bank,KUMASI,17,06,01
170100,170602,First Atlantic Bank,SUAME,17,06,02
180100,180101,Prudential Bank Ltd.,ACCRA,18,01,01
180100,180102,Prudential Bank Ltd.,ABOSSEY OKAI,18,01,02
180100,180103,Prudential Bank Ltd.,GICEL,18,01,03
180100,180104,Prudential Bank Ltd.,TEMA FISHING HABOUR,18,01,04
180100,180105,Prudential Bank Ltd.,MADINA,18,01,05
180100,180107,Prudential Bank Ltd.,MAKOLA,18,01,07
180100,180109,Prudential Bank Ltd.,RING ROAD CENTRAL,18,01,09
180100,180110,Prudential Bank Ltd.,SPINTEX ROAD,18,01,10
180100,180112,Prudential Bank Ltd.,WEIJA,18,01,12
180100,180113,Prudential Bank Ltd.,TESANO,18,01,13
180100,180114,Prudential Bank Ltd.,ZONGO JUNCTION,18,01,14
180100,180115,Prudential Bank Ltd.,ODORKOR,18,01,15
180100,180116,Prudential Bank Ltd.,ABEKA,18,01,16
180100,180117,Prudential Bank Ltd.,NORTH INDUSTRIAL AREA,18,01,17
180100,180118,Prudential Bank Ltd.,ADENTA,18,01,18
180100,180119,Prudential Bank Ltd.,KWAME NKRUMAH CIRCLE,18,01,19
180100,180120,Prudential Bank Ltd.,MATAHEKO,18,01,20
180100,180121,Prudential Bank Ltd.,OKAISHIE,18,01,21
180100,180122,Prudential Bank Ltd.,EAST LEGON BRANCH,18,01,22
180100,180301,Prudential Bank Ltd.,CAPECOAST BRANCH,18,03,01
180100,180302,Prudential Bank Ltd.,UNIV. OF CAPE COAST BRANCH,18,03,02
180100,180401,Prudential Bank Ltd.,TAKORADI HARBOUR,18,04,01
180100,180402,Prudential Bank Ltd.,TAKORADI MARKET CIRCLE,18,04,02
180100,180601,Prudential Bank Ltd.,KUMASI,18,06,01
180100,180602,Prudential Bank Ltd.,ADUM-KUMASI,18,06,02
180100,180603,Prudential Bank Ltd.,AFFUL NKWANTA,18,06,03
180100,180604,Prudential Bank Ltd.,ABOABO,18,06,04
180100,180605,Prudential Bank Ltd.,ATONSU,18,06,05
180100,180606,Prudential Bank Ltd.,SUAME MAAKRO,18,06,06
180100,180701,Prudential Bank Ltd.,TECHIMAN,18,07,01
180100,180801,Prudential Bank Ltd.,TAMALE,18,08,01
190100,190101,Stanbic Bank Ghana Ltd,ACCRA MAIN,19,01,01
190100,190102,Stanbic Bank Ghana Ltd,AIRPORT CITY,19,01,02
190100,190103,Stanbic Bank Ghana Ltd,SPINTEX ROAD,19,01,03
190100,190104,Stanbic Bank Ghana Ltd,ACCRA MALL,19,01,04
190100,190105,Stanbic Bank Ghana Ltd,NORTH INDUSTIAL AREA,19,01,05
190100,190106,Stanbic Bank Ghana Ltd,TEMA INDUSTRIAL AREA,19,01,06
190100,190107,Stanbic Bank Ghana Ltd,GRAPHIC ROAD,19,01,07
190100,190108,Stanbic Bank Ghana Ltd,MAKOLA,19,01,08
190100,190109,Stanbic Bank Ghana Ltd,RIND ROAD,19,01,09
190100,190110,Stanbic Bank Ghana Ltd,ACHIMOTA,19,01,10
190100,190111,Stanbic Bank Ghana Ltd,ROMAN RIDGE,19,01,11
190100,190112,Stanbic Bank Ghana Ltd,KASOA,19,01,12
190100,190113,Stanbic Bank Ghana Ltd,TEMA FISHING HABOUR,19,01,13
190100,190401,Stanbic Bank Ghana Ltd,TAKORADI,19,04,01
190100,190402,Stanbic Bank Ghana Ltd,TARKWA,19,04,02
190100,190501,Stanbic Bank Ghana Ltd,HO,19,05,01
190100,190601,Stanbic Bank Ghana Ltd,HARPER-KUMASI,19,06,01
190100,190605,Stanbic Bank Ghana Ltd,KUMASI,19,06,05
190100,190701,Stanbic Bank Ghana Ltd,SUNYANI,19,07,01
190100,190801,Stanbic Bank Ghana Ltd,TAMALE,19,08,01
190100,190901,Stanbic Bank Ghana Ltd,BOLGATANGA,19,09,01
190100,191001,Stanbic Bank Ghana Ltd,WA,19,10,01
200100,200101,International Commerial,MAKOLA,20,01,01
200100,200102,International Commerial,KASOA,20,01,02
200100,200103,International Commerial,TEMA,20,01,03
200100,200104,International Commerial,KANESHIE,20,01,04
200100,200105,International Commerial,RING ROAD CENTRAL,20,01,05
200100,200106,International Commerial,DANSOMAN,20,01,06
200100,200107,International Commerial,SPINTEX ROAD,20,01,07
200100,200108,International Commerial,SWEDRU,20,01,08
200100,200109,International Commerial,ACHIMOTA,20,01,09
200100,200110,International Commerial,SWANMILL,20,01,10
200100,200111,International Commerial,KORLE-BU,20,01,11
200100,200112,International Commerial,DOME,20,01,12
200100,200113,International Commerial,SANTA MARIA,20,01,13
200100,200401,International Commerial,TAKORADI,20,04,01
200100,200601,International Commerial,ADUM,20,06,01
200100,200602,International Commerial,SUAME,20,06,02
200100,200701,International Commerial,TECHIMAN,20,07,01
210100,210100,Bank of Africa -Ghana Ltd,HEAD OFFICE,21,01,00
210100,210101,Bank of Africa -Ghana Ltd,FARRAR,21,01,01
210100,210102,Bank of Africa -Ghana Ltd,RIDGE,21,01,02
210100,210103,Bank of Africa -Ghana Ltd,MAAMOBI,21,01,03
210100,210104,Bank of Africa -Ghana Ltd,ACCRA CENTRAL,21,01,04
210100,210105,Bank of Africa -Ghana Ltd,NEWTOWN,21,01,05
210100,210106,Bank of Africa -Ghana Ltd,MICHEL CAMP,21,01,06
210100,210111,Bank of Africa -Ghana Ltd,EAST LEGON,21,01,11
210100,210112,Bank of Africa -Ghana Ltd,KWASHIEMAN,21,01,12
210100,210113,Bank of Africa -Ghana Ltd,OSU,21,01,13
210100,210114,Bank of Africa -Ghana Ltd,SPINTEX ROAD,21,01,14
210100,210116,Bank of Africa -Ghana Ltd,TEMA,21,01,16
210100,210117,Bank of Africa -Ghana Ltd,DANSOMAN,21,01,17
210100,210118,Bank of Africa -Ghana Ltd,MADINA,21,01,18
210100,210119,Bank of Africa -Ghana Ltd,ABOSSEY OKAI,21,01,19
210100,210401,Bank of Africa -Ghana Ltd,TAKORADI,21,04,01
210100,210601,Bank of Africa -Ghana Ltd,KUMASI AMAKOM,21,06,01
210100,210602,Bank of Africa -Ghana Ltd,KUMASI -ADUM,21,06,02
210100,210603,Bank of Africa -Ghana Ltd,SOKOBAN,21,06,03
210100,210699,Bank of Africa -Ghana Ltd,MULTICREDIT SAVINGS AND LOANS CO.,21,06,99
210100,210801,Bank of Africa -Ghana Ltd,TAMALE,21,08,01
220100,220101,Unibank Ghana Ltd,ACCRA MAIN,22,01,01
220100,220102,Unibank Ghana Ltd,MAKOLA,22,01,02
220100,220103,Unibank Ghana Ltd,APENKWA,22,01,03
220100,220104,Unibank Ghana Ltd,ASHIAMAN,22,01,04
220100,220105,Unibank Ghana Ltd,KANESHIE,22,01,05
220100,220106,Unibank Ghana Ltd,GIMPA,22,01,06
220100,220108,Unibank Ghana Ltd,SPINTEX ROAD,22,01,08
220100,220109,Unibank Ghana Ltd,OSU,22,01,09
220100,220110,Unibank Ghana Ltd,TEMA,22,01,10
220100,220111,Unibank Ghana Ltd,ACCRA MALL,22,01,11
220100,220118,Unibank Ghana Ltd,KASOA BRANCH,22,01,18
220100,220119,Unibank Ghana Ltd,WTC,22,01,19
220100,220121,Unibank Ghana Ltd,DARKUMAN,22,01,21
220100,220124,Unibank Ghana Ltd,MADINA,22,01,24
220100,220127,Unibank Ghana Ltd,NORTH INDUSTRIAL AREA,22,01,27
220100,220217,Unibank Ghana Ltd,KOFORIDUA BRANCH,22,02,17
220100,220413,Unibank Ghana Ltd,TAKORADI,22,04,13
220100,220607,Unibank Ghana Ltd,KUMASI MAIN,22,06,07
220100,220612,Unibank Ghana Ltd,SUAME,22,06,12
220100,220614,Unibank Ghana Ltd,GOLDEN TULIP KUMASI BRANCH,22,06,14
220100,220615,Unibank Ghana Ltd,ROMAN HILL BRANCH,22,06,15
220100,220625,Unibank Ghana Ltd,KEJETIA,22,06,25
220100,220626,Unibank Ghana Ltd,TAFO BRANCH,22,06,26
220100,220716,Unibank Ghana Ltd,TECHIMAN NORTH BRANCH,22,07,16
220100,220820,Unibank Ghana Ltd,TAMALE BRANCH,22,08,20
220100,220923,Unibank Ghana Ltd,BOLGATANGA,22,09,23
230100,230101,Guaranty Trust (Gh) Ltd.,HEAD OFFICE,23,01,01
230100,230102,Guaranty Trust (Gh) Ltd.,AIRPORT,23,01,02
230100,230103,Guaranty Trust (Gh) Ltd.,TEMA,23,01,03
230100,230104,Guaranty Trust (Gh) Ltd.,OSU,23,01,04
230100,230105,Guaranty Trust (Gh) Ltd.,SPINTEX ROAD,23,01,05
230100,230106,Guaranty Trust (Gh) Ltd.,LABONE,23,01,06
230100,230107,Guaranty Trust (Gh) Ltd.,GRAPHIC ROAD,23,01,07
230100,230108,Guaranty Trust (Gh) Ltd.,ASHIAMAN,23,01,08
230100,230109,Guaranty Trust (Gh) Ltd.,TUDU,23,01,09
230100,230110,Guaranty Trust (Gh) Ltd.,MADINA,23,01,10
230100,230111,Guaranty Trust (Gh) Ltd.,ACHIMOTA,23,01,11
230100,230112,Guaranty Trust (Gh) Ltd.,NIA,23,01,12
230100,230114,Guaranty Trust (Gh) Ltd.,OPERA SQUARE,23,01,14
230100,230115,Guaranty Trust (Gh) Ltd.,LAPAZ,23,01,15
230100,230116,Guaranty Trust (Gh) Ltd.,EAST LEGON,23,01,16
230100,230117,Guaranty Trust (Gh) Ltd.,DOME,23,01,17
230100,230118,Guaranty Trust (Gh) Ltd.,MAKOLA,23,01,18
230100,230119,Guaranty Trust (Gh) Ltd.,RING ROAD BRANCH,23,01,19
230100,230120,Guaranty Trust (Gh) Ltd.,BAATSONA BRANCH,23,01,20
230100,230181,Guaranty Trust (Gh) Ltd.,GLOBAL ACCESS SAVINGS & LOANS CO. LTD,23,01,81
230100,230401,Guaranty Trust (Gh) Ltd.,TAKORADI,23,04,01
230100,230402,Guaranty Trust (Gh) Ltd.,TARKWA,23,04,02
230100,230501,Guaranty Trust (Gh) Ltd.,AFLAO,23,05,01
230100,230601,Guaranty Trust (Gh) Ltd.,KUMASI-LAKE ROAD,23,06,01
230100,230651,Guaranty Trust (Gh) Ltd.,FIRST ALLIED SAVINGS & LOANS LTD,23,06,51
230100,230652,Guaranty Trust (Gh) Ltd.,OPERATIVE CREDIT UNION,23,06,52
230100,230653,Guaranty Trust (Gh) Ltd.,NOBLE DREAM MICROFINANCE LTD,23,06,53
230100,230680,Guaranty Trust (Gh) Ltd.,ADEHYEMAN SAVINGS & LOANS LTD,23,06,80
230100,230701,Guaranty Trust (Gh) Ltd.,TECHIMAN,23,07,01
230100,230801,Guaranty Trust (Gh) Ltd.,TAMALE,23,08,01
240100,240091,Fidelity Bank Ghana Ltd,GOLDEN PRIDE SAVINGS & LOANS,24,00,91
240100,240092,Fidelity Bank Ghana Ltd,SINAPI ABA SAVINGS & LOANS,24,00,92
240100,240093,Fidelity Bank Ghana Ltd,UTRAK SAVINGS AND LOANS,24,00,93
240100,240094,Fidelity Bank Ghana Ltd,FIDELITY BANK ABii NATIONAL SAVINGS AND LOANS LTD,24,00,94
240100,240095,Fidelity Bank Ghana Ltd,BOND SAVINGS AND LOANS,24,00,95
240100,240100,Fidelity Bank Ghana Ltd,HEAD OFFICE,24,01,00
240100,240101,Fidelity Bank Ghana Ltd,RIDGE TOWERS,24,01,01
240100,240102,Fidelity Bank Ghana Ltd,SPINTEX ROAD,24,01,02
240100,240103,Fidelity Bank Ghana Ltd,HIGH STREET,24,01,03
240100,240104,Fidelity Bank Ghana Ltd,OSU,24,01,04
240100,240105,Fidelity Bank Ghana Ltd,ABOSSEY OKAI,24,01,05
240100,240106,Fidelity Bank Ghana Ltd,TEMA SAFE BOND,24,01,06
240100,240107,Fidelity Bank Ghana Ltd,KANTAMANTO,24,01,07
240100,240108,Fidelity Bank Ghana Ltd,TUDU,24,01,08
240100,240109,Fidelity Bank Ghana Ltd,TEMA-COMMUNITY ONE,24,01,09
240100,240110,Fidelity Bank Ghana Ltd,OKAISHIE,24,01,10
240100,240111,Fidelity Bank Ghana Ltd,ACTION CHAPEL,24,01,11
240100,240112,Fidelity Bank Ghana Ltd,A AND C MALL,24,01,12
240100,240113,Fidelity Bank Ghana Ltd,DANSOMAN,24,01,13
240100,240114,Fidelity Bank Ghana Ltd,RING ROAD,24,01,14
240100,240115,Fidelity Bank Ghana Ltd,HAATSO,24,01,15
240100,240117,Fidelity Bank Ghana Ltd,ACCRA CENTRAL POSTBANK,24,01,17
240100,240118,Fidelity Bank Ghana Ltd,ADENTA,24,01,18
240100,240119,Fidelity Bank Ghana Ltd,IPS,24,01,19
240100,240120,Fidelity Bank Ghana Ltd,TRADE FAIR LA,24,01,20
240100,240121,Fidelity Bank Ghana Ltd,TESANO,24,01,21
240100,240122,Fidelity Bank Ghana Ltd,DZORWULU,24,01,22
240100,240123,Fidelity Bank Ghana Ltd,MAMPROBI POSTBANK,24,01,23
240100,240124,Fidelity Bank Ghana Ltd,KWAME NKRUMAH AVENUE,24,01,24
240100,240127,Fidelity Bank Ghana Ltd,NUNGUA,24,01,27
240100,240128,Fidelity Bank Ghana Ltd,ASHAIMAN,24,01,28
240100,240129,Fidelity Bank Ghana Ltd,AIRPORT ACCRA,24,01,29
240100,240191,Fidelity Bank Ghana Ltd,HOHOE,24,01,91
240100,240301,Fidelity Bank Ghana Ltd,ASSIN FOSU,24,03,01
240100,240401,Fidelity Bank Ghana Ltd,TAKORADI MARKET CIRCLE,24,04,01
240100,240402,Fidelity Bank Ghana Ltd,TARKWA,24,04,02
240100,240403,Fidelity Bank Ghana Ltd,TAKORADI POSTBANK,24,04,03
240100,240501,Fidelity Bank Ghana Ltd,HO,24,05,01
240100,240601,Fidelity Bank Ghana Ltd,STADIUM POST,24,06,01
240100,240602,Fidelity Bank Ghana Ltd,KUMASI-ADUM,24,06,02
240100,240603,Fidelity Bank Ghana Ltd,KUMASI-SUAME,24,06,03
240100,240604,Fidelity Bank Ghana Ltd,ATONSU,24,06,04
240100,240605,Fidelity Bank Ghana Ltd,AHODWO,24,06,05
240100,240606,Fidelity Bank Ghana Ltd,KUMASI ADUM POSTBANK,24,06,06
240100,240608,Fidelity Bank Ghana Ltd,SANTASI ROUNDABOUT,24,06,08
240100,240701,Fidelity Bank Ghana Ltd,SUNYANI POSTBANK,24,07,01
240100,240702,Fidelity Bank Ghana Ltd,BEREKUM,24,07,02
240100,240801,Fidelity Bank Ghana Ltd,TAMALE,24,08,01
240100,240901,Fidelity Bank Ghana Ltd,BOLGATANGA POSTBANK,24,09,01
260100,260101,Bank Of Baroda (Gh) Ltd.,HEAD OFFICE,26,01,01
260100,260102,Bank Of Baroda (Gh) Ltd.,TEMA BRANCH,26,01,02
270100,270100,BSIC Ghana Ltd.,HEAD OFFICE,27,01,00
270100,270101,BSIC Ghana Ltd.,ADABRAKA,27,01,01
270100,270102,BSIC Ghana Ltd.,ACCRA CENTRAL,27,01,02
270100,270103,BSIC Ghana Ltd.,SPINTEX,27,01,03
270100,270104,BSIC Ghana Ltd.,NIMA,27,01,04
270100,270105,BSIC Ghana Ltd.,NORTH INDUSTRIAL AREA,27,01,05
270100,270106,BSIC Ghana Ltd.,MADINA,27,01,06
270100,270107,BSIC Ghana Ltd.,TEMA,27,01,07
270100,270108,BSIC Ghana Ltd.,DARKUMAN,27,01,08
270100,270109,BSIC Ghana Ltd.,ACHIMOTA,27,01,09
270100,270401,BSIC Ghana Ltd.,TAKORADI,27,04,01
270100,270601,BSIC Ghana Ltd.,KUMASI,27,06,01
270100,270602,BSIC Ghana Ltd.,KUMASI (ALABAR),27,06,02
270100,270801,BSIC Ghana Ltd.,TAMALE,27,08,01
280100,280100,Access Bank CHG,HEAD OFFICE,28,01,00
280100,280101,Access Bank CHG,EAST CANTONMENTS BRANCH,28,01,01
280100,280102,Access Bank CHG,TEMA MAIN BRANCH,28,01,02
280100,280103,Access Bank CHG,OSU OXFORD BRANCH,28,01,03
280100,280104,Access Bank CHG,LASHIBI BRANCH,28,01,04
280100,280105,Access Bank CHG,OSU WATSON BRANCH,28,01,05
280100,280106,Access Bank CHG,KANTAMANTO BRANCH,28,01,06
280100,280107,Access Bank CHG,KANESHIE BRANCH,28,01,07
280100,280108,Access Bank CHG,CASTLE ROAD BRANCH,28,01,08
280100,280109,Access Bank CHG,MADINA BRANCH,28,01,09
280100,280110,Access Bank CHG,SOUTH INDUSTRIAL BRANCH,28,01,10
280100,280111,Access Bank CHG,NIA BRANCH,28,01,11
280100,280112,Access Bank CHG,RING ROAD CENTRAL BRANCH,28,01,12
280100,280113,Access Bank CHG,KANESHIE POST OFFICE BRANCH,28,01,13
280100,280114,Access Bank CHG,ABEKA LAPAZ BRANCH,28,01,14
280100,280115,Access Bank CHG,OKAISHIE BRANCH,28,01,15
280100,280116,Access Bank CHG,ASHAIMAN BRANCH,28,01,16
280100,280117,Access Bank CHG,IPS BRANCH,28,01,17
280100,280118,Access Bank CHG,ACHIMOTA BRANCH,28,01,18
280100,280120,Access Bank CHG,NIMA BRANCH,28,01,20
280100,280121,Access Bank CHG,TIA BRANCH,28,01,21
280100,280122,Access Bank CHG,AIRPORT BRANCH,28,01,22
280100,280198,Access Bank CHG,FASL,28,01,98
280100,280401,Access Bank CHG,TARKWA BRANCH,28,04,01
280100,280402,Access Bank CHG,TAKORADI BRANCH,28,04,02
280100,280403,Access Bank CHG,SEFWI BRANCH,28,04,03
280100,280404,Access Bank CHG,ENCHI BRANCH,28,04,04
280100,280601,Access Bank CHG,KUMASI ASAFO BRANCH,28,06,01
280100,280602,Access Bank CHG,ADUM BRANCH,28,06,02
280100,280603,Access Bank CHG,SUAME BRANCH,28,06,03
280100,280604,Access Bank CHG,AMAKOM BRANCH,28,06,04
280100,280701,Access Bank CHG,TECHIMAN BRANCH,28,07,01
280100,280801,Access Bank CHG,TAMALE BRANCH,28,08,01
290100,290101,Energy Bank CHG,Head Office,29,01,01
300100,300101,The Royal Bank CHG,Castle Road,30,01,01
300100,300102,The Royal Bank CHG,PRIVATE BANKING,30,01,02
300100,300103,The Royal Bank CHG,TEMA,30,01,03
300100,300104,The Royal Bank CHG,GRAPHIC ROAD,30,01,04
300100,300105,The Royal Bank CHG,ACCRA CENTRAL,30,01,05
300100,300106,The Royal Bank CHG,ARENA,30,01,06
300100,300107,The Royal Bank CHG,ACHIMOTA,30,01,07
300100,300108,The Royal Bank CHG,MAAMOBI,30,01,08
300100,300109,The Royal Bank CHG,NORTH INDUSTRIAL AREA,30,01,09
300100,300110,The Royal Bank CHG,SPINTEX,30,01,10
300100,300114,The Royal Bank CHG,SOUTH LEGON,30,01,14
300100,300411,The Royal Bank CHG,SEFWI,30,04,11
300100,300612,The Royal Bank CHG,ASHTOWN,30,06,12
310100,310101,First Capital Plus,TESANO,31,01,01
310100,310102,First Capital Plus,KASOA,31,01,02
310100,310103,First Capital Plus,MAKOLA,31,01,03
310100,310104,First Capital Plus,NEW TOWN,31,01,04
310100,310105,First Capital Plus,ASHIAMAN,31,01,05
310100,310107,First Capital Plus,DANSOMAN,31,01,07
310100,310108,First Capital Plus,OSU,31,01,08
310100,310110,First Capital Plus,SPINTEX,31,01,10
310100,310113,First Capital Plus,TEMA,31,01,13
310100,310114,First Capital Plus,CUC MIOTSO,31,01,14
310100,310115,First Capital Plus,ABOSSEY OKAI,31,01,15
310100,310116,First Capital Plus,FOREIGN,31,01,16
310100,310117,First Capital Plus,HEAD OFFICE,31,01,17
310100,310212,First Capital Plus,KOFORIDUA,31,02,12
310100,310311,First Capital Plus,CAPE COAST,31,03,11
310100,310409,First Capital Plus,TAKORADI,31,04,09
310100,310606,First Capital Plus,KUMASI,31,06,06
